"","1864","1868","1872","1880","1888","1900","1904","1908","1916","1924","1928","1936","1940","1944","1948","1956","1964","1972","1860","1876","1884","1892","1896","1912","1920","1932","1952","1960","1968","1976","1980"
"1864",0,0.714285714285714,0.857142857142857,0.833333333333333,0.666666666666667,0.833333333333333,0.857142857142857,0.833333333333333,0.333333333333333,0.714285714285714,1,0.714285714285714,0.75,0.714285714285714,0.666666666666667,0.833333333333333,0.75,0,0.857142857142857,1,0.857142857142857,0.4,0.666666666666667,0.875,0.666666666666667,0.714285714285714,1,1,0.75,0.857142857142857,0.888888888888889
"1868",0.714285714285714,0,0.428571428571429,0.571428571428571,1,0.75,0.428571428571429,0.571428571428571,0.857142857142857,0.666666666666667,0.5,0.5,0.375,0.285714285714286,0.625,0.571428571428571,0.857142857142857,0.714285714285714,0.625,0.777777777777778,0.428571428571429,0.777777777777778,0.625,0.666666666666667,0.625,0.666666666666667,0.888888888888889,0.75,0.375,0.777777777777778,0.916666666666667
"1872",0.857142857142857,0.428571428571429,0,0.714285714285714,0.8,0.5,0,0.714285714285714,0.833333333333333,0.625,0.4,0.428571428571429,0.285714285714286,0.166666666666667,0.571428571428571,0.2,0.6,0.857142857142857,0.75,0.75,0.571428571428571,0.888888888888889,0.888888888888889,0.428571428571429,0.888888888888889,0.625,0.875,0.714285714285714,0.666666666666667,0.571428571428571,0.8
"1880",0.833333333333333,0.571428571428571,0.714285714285714,0,1,0.857142857142857,0.714285714285714,0.666666666666667,0.8,0.75,0.6,0.75,0.625,0.571428571428571,0.714285714285714,0.857142857142857,0.8,0.833333333333333,0.5,0.714285714285714,0.5,0.875,0.714285714285714,0.571428571428571,0.5,0.888888888888889,0.666666666666667,0.857142857142857,0.428571428571429,0.714285714285714,0.777777777777778
"1888",0.666666666666667,1,0.8,1,0,0.75,0.8,1,0.5,0.833333333333333,1,0.833333333333333,0.857142857142857,0.833333333333333,0.8,0.75,0.5,0.666666666666667,1,1,1,0.8,1,0.833333333333333,1,0.833333333333333,1,1,1,0.8,0.857142857142857
"1900",0.833333333333333,0.75,0.5,0.857142857142857,0.75,0,0.5,0.857142857142857,0.8,0.571428571428571,0.6,0.571428571428571,0.625,0.571428571428571,0.714285714285714,0.4,0.5,0.833333333333333,0.875,0.875,0.875,0.714285714285714,1,0.571428571428571,1,0.571428571428571,0.857142857142857,0.666666666666667,0.777777777777778,0.714285714285714,0.625
"1904",0.857142857142857,0.428571428571429,0,0.714285714285714,0.8,0.5,0,0.714285714285714,0.833333333333333,0.625,0.4,0.428571428571429,0.285714285714286,0.166666666666667,0.571428571428571,0.2,0.6,0.857142857142857,0.75,0.75,0.571428571428571,0.888888888888889,0.888888888888889,0.428571428571429,0.888888888888889,0.625,0.875,0.714285714285714,0.666666666666667,0.571428571428571,0.8
"1908",0.833333333333333,0.571428571428571,0.714285714285714,0.666666666666667,1,0.857142857142857,0.714285714285714,0,0.8,0.75,0.6,0.571428571428571,0.428571428571429,0.571428571428571,0.5,0.857142857142857,1,0.833333333333333,0.875,0.5,0.875,0.875,0.714285714285714,0.75,0.5,0.571428571428571,0.857142857142857,0.4,0.625,0.714285714285714,0.9
"1916",0.333333333333333,0.857142857142857,0.833333333333333,0.8,0.5,0.8,0.833333333333333,0.8,0,0.666666666666667,1,0.666666666666667,0.714285714285714,0.666666666666667,0.6,0.8,0.666666666666667,0.333333333333333,1,1,1,0.6,0.833333333333333,0.857142857142857,0.833333333333333,0.857142857142857,1,1,0.875,0.833333333333333,0.875
