"","1864","1868","1872","1880","1888","1900","1904","1908","1916","1924","1928","1936","1940","1944","1948","1956","1964","1972","1860","1876","1884","1892","1896","1912","1920","1932","1952","1960","1968","1976","1980"
"1924",0.714285714285714,0.666666666666667,0.625,0.75,0.833333333333333,0.571428571428571,0.625,0.75,0.666666666666667,0,0.714285714285714,0.5,0.555555555555556,0.5,0.428571428571429,0.571428571428571,0.666666666666667,0.714285714285714,0.777777777777778,0.777777777777778,0.9,0.625,0.9,0.5,0.9,0.8,0.888888888888889,0.888888888888889,0.555555555555556,0.625,0.555555555555556
"1928",1,0.5,0.4,0.6,1,0.6,0.4,0.6,1,0.714285714285714,0,0.714285714285714,0.571428571428571,0.5,0.666666666666667,0.6,0.75,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.5,0.857142857142857,0.714285714285714,0.833333333333333,0.6,0.571428571428571,0.666666666666667,0.888888888888889
"1936",0.714285714285714,0.5,0.428571428571429,0.75,0.833333333333333,0.571428571428571,0.428571428571429,0.571428571428571,0.666666666666667,0.5,0.714285714285714,0,0.142857142857143,0.285714285714286,0.625,0.333333333333333,0.666666666666667,0.714285714285714,0.9,0.777777777777778,0.777777777777778,0.777777777777778,0.625,0.666666666666667,0.777777777777778,0.666666666666667,1,0.75,0.7,0.777777777777778,0.7
"1940",0.75,0.375,0.285714285714286,0.625,0.857142857142857,0.625,0.285714285714286,0.428571428571429,0.714285714285714,0.555555555555556,0.571428571428571,0.142857142857143,0,0.142857142857143,0.5,0.428571428571429,0.714285714285714,0.75,0.8,0.666666666666667,0.666666666666667,0.8,0.666666666666667,0.555555555555556,0.666666666666667,0.555555555555556,0.9,0.625,0.6,0.666666666666667,0.727272727272727
"1944",0.714285714285714,0.285714285714286,0.166666666666667,0.571428571428571,0.833333333333333,0.571428571428571,0.166666666666667,0.571428571428571,0.666666666666667,0.5,0.5,0.285714285714286,0.142857142857143,0,0.428571428571429,0.333333333333333,0.666666666666667,0.714285714285714,0.777777777777778,0.777777777777778,0.625,0.777777777777778,0.777777777777778,0.5,0.777777777777778,0.666666666666667,0.888888888888889,0.75,0.555555555555556,0.625,0.818181818181818
"1948",0.666666666666667,0.625,0.571428571428571,0.714285714285714,0.8,0.714285714285714,0.571428571428571,0.5,0.6,0.428571428571429,0.666666666666667,0.625,0.5,0.428571428571429,0,0.714285714285714,0.833333333333333,0.666666666666667,0.75,0.75,0.888888888888889,0.571428571428571,0.888888888888889,0.428571428571429,0.75,0.625,0.875,0.714285714285714,0.5,0.571428571428571,0.8
"1956",0.833333333333333,0.571428571428571,0.2,0.857142857142857,0.75,0.4,0.2,0.857142857142857,0.8,0.571428571428571,0.6,0.333333333333333,0.428571428571429,0.333333333333333,0.714285714285714,0,0.5,0.833333333333333,0.875,0.875,0.714285714285714,0.875,0.875,0.571428571428571,1,0.75,1,0.857142857142857,0.777777777777778,0.714285714285714,0.777777777777778
"1964",0.75,0.857142857142857,0.6,0.8,0.5,0.5,0.6,1,0.666666666666667,0.666666666666667,0.75,0.666666666666667,0.714285714285714,0.666666666666667,0.833333333333333,0.5,0,0.75,0.833333333333333,1,0.833333333333333,0.833333333333333,1,0.666666666666667,1,0.857142857142857,1,1,0.875,0.833333333333333,0.714285714285714
"1972",0,0.714285714285714,0.857142857142857,0.833333333333333,0.666666666666667,0.833333333333333,0.857142857142857,0.833333333333333,0.333333333333333,0.714285714285714,1,0.714285714285714,0.75,0.714285714285714,0.666666666666667,0.833333333333333,0.75,0,0.857142857142857,1,0.857142857142857,0.4,0.666666666666667,0.875,0.666666666666667,0.714285714285714,1,1,0.75,0.857142857142857,0.888888888888889
"1860",0.857142857142857,0.625,0.75,0.5,1,0.875,0.75,0.875,1,0.777777777777778,0.666666666666667,0.9,0.8,0.777777777777778,0.75,0.875,0.833333333333333,0.857142857142857,0,0.75,0.333333333333333,0.75,0.75,0.428571428571429,0.571428571428571,0.777777777777778,0.714285714285714,0.875,0.285714285714286,0.75,0.666666666666667
"1876",1,0.777777777777778,0.75,0.714285714285714,1,0.875,0.75,0.5,1,0.777777777777778,0.666666666666667,0.777777777777778,0.666666666666667,0.777777777777778,0.75,0.875,1,1,0.75,0,0.75,1,0.75,0.625,0.571428571428571,0.625,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667
"1884",0.857142857142857,0.428571428571429,0.571428571428571,0.5,1,0.875,0.571428571428571,0.875,1,0.9,0.666666666666667,0.777777777777778,0.666666666666667,0.625,0.888888888888889,0.714285714285714,0.833333333333333,0.857142857142857,0.333333333333333,0.75,0,0.888888888888889,0.571428571428571,0.625,0.571428571428571,0.777777777777778,0.714285714285714,0.875,0.5,0.75,0.8
"1892",0.4,0.777777777777778,0.888888888888889,0.875,0.8,0.714285714285714,0.888888888888889,0.875,0.6,0.625,1,0.777777777777778,0.8,0.777777777777778,0.571428571428571,0.875,0.833333333333333,0.4,0.75,1,0.888888888888889,0,0.75,0.777777777777778,0.75,0.625,0.875,0.875,0.666666666666667,0.888888888888889,0.666666666666667
"1896",0.666666666666667,0.625,0.888888888888889,0.714285714285714,1,1,0.888888888888889,0.714285714285714,0.833333333333333,0.9,1,0.625,0.666666666666667,0.777777777777778,0.888888888888889,0.875,1,0.666666666666667,0.75,0.75,0.571428571428571,0.75,0,0.9,0.333333333333333,0.777777777777778,0.875,0.875,0.666666666666667,0.888888888888889,0.8
"1912",0.875,0.666666666666667,0.428571428571429,0.571428571428571,0.833333333333333,0.571428571428571,0.428571428571429,0.75,0.857142857142857,0.5,0.5,0.666666666666667,0.555555555555556,0.5,0.428571428571429,0.571428571428571,0.666666666666667,0.875,0.428571428571429,0.625,0.625,0.777777777777778,0.9,0,0.777777777777778,0.666666666666667,0.75,0.75,0.375,0.428571428571429,0.555555555555556
"1920",0.666666666666667,0.625,0.888888888888889,0.5,1,1,0.888888888888889,0.5,0.833333333333333,0.9,0.857142857142857,0.777777777777778,0.666666666666667,0.777777777777778,0.75,1,1,0.666666666666667,0.571428571428571,0.571428571428571,0.571428571428571,0.75,0.333333333333333,0.777777777777778,0,0.625,0.714285714285714,0.714285714285714,0.5,0.75,0.8
"1932",0.714285714285714,0.666666666666667,0.625,0.888888888888889,0.833333333333333,0.571428571428571,0.625,0.571428571428571,0.857142857142857,0.8,0.714285714285714,0.666666666666667,0.555555555555556,0.666666666666667,0.625,0.75,0.857142857142857,0.714285714285714,0.777777777777778,0.625,0.777777777777778,0.625,0.777777777777778,0.666666666666667,0.625,0,0.75,0.333333333333333,0.7,0.625,0.7
"1952",1,0.888888888888889,0.875,0.666666666666667,1,0.857142857142857,0.875,0.857142857142857,1,0.888888888888889,0.833333333333333,1,0.9,0.888888888888889,0.875,1,1,1,0.714285714285714,0.5,0.714285714285714,0.875,0.875,0.75,0.714285714285714,0.75,0,0.666666666666667,0.777777777777778,0.5,0.625
"1960",1,0.75,0.714285714285714,0.857142857142857,1,0.666666666666667,0.714285714285714,0.4,1,0.888888888888889,0.6,0.75,0.625,0.75,0.714285714285714,0.857142857142857,1,1,0.875,0.5,0.875,0.875,0.875,0.75,0.714285714285714,0.333333333333333,0.666666666666667,0,0.777777777777778,0.714285714285714,0.777777777777778
"1968",0.75,0.375,0.666666666666667,0.428571428571429,1,0.777777777777778,0.666666666666667,0.625,0.875,0.555555555555556,0.571428571428571,0.7,0.6,0.555555555555556,0.5,0.777777777777778,0.875,0.75,0.285714285714286,0.666666666666667,0.5,0.666666666666667,0.666666666666667,0.375,0.5,0.7,0.777777777777778,0.777777777777778,0,0.666666666666667,0.727272727272727
"1976",0.857142857142857,0.777777777777778,0.571428571428571,0.714285714285714,0.8,0.714285714285714,0.571428571428571,0.714285714285714,0.833333333333333,0.625,0.666666666666667,0.777777777777778,0.666666666666667,0.625,0.571428571428571,0.714285714285714,0.833333333333333,0.857142857142857,0.75,0.333333333333333,0.75,0.888888888888889,0.888888888888889,0.428571428571429,0.75,0.625,0.5,0.714285714285714,0.666666666666667,0,0.666666666666667
"1980",0.888888888888889,0.916666666666667,0.8,0.777777777777778,0.857142857142857,0.625,0.8,0.9,0.875,0.555555555555556,0.888888888888889,0.7,0.727272727272727,0.818181818181818,0.8,0.777777777777778,0.714285714285714,0.888888888888889,0.666666666666667,0.666666666666667,0.8,0.666666666666667,0.8,0.555555555555556,0.8,0.7,0.625,0.777777777777778,0.727272727272727,0.666666666666667,0
